Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code,Profit Margin (%)
O-1027,2025-05-23,C-2853,Near Mini,Furniture,Sofas,Asia,India,South Suzannemouth,0.3157894736842105,309.88,0.24,1648.56,262.68,18.82,High,Paula Schmidt,W2,15.93
O-1028,2025-03-06,C-4727,Daughter Mini,Furniture,Sofas,Europe,Germany,Davidmouth,0.9473684210526316,20.18,0.14,329.74,93.97,38.23,Low,Leslie Contreras,W4,28.5
O-1029,2024-09-03,C-1811,Least Pro,Electronics,Laptops,North America,USA,Ericamouth,0.7894736842105263,927.71,0.05,14101.19,2813.49,41.96,High,Keith Pearson,W2,19.95
O-1030,2025-01-08,C-8853,Certainly X,Electronics,Tablets,Europe,Germany,Markstad,0.05263157894736842,89.72,0.05,170.47,50.6,41.68,High,Chelsea Ayala,W1,29.68
O-1031,2025-02-07,C-9031,Art Plus,Apparel,Shirts,Asia,India,Walkerberg,0.3684210526315789,388.82,0.06,2923.93,875.87,42.85,Medium,Shannon Ramirez,W3,29.96
O-1032,2025-03-04,C-4087,Method Pro,Furniture,Tables,Europe,UK,Nancyville,0.8421052631578947,561.8,0.12,8404.53,2488.74,47.19,Low,Jennifer Hogan,W4,29.61
O-1033,2025-02-12,C-6774,Such Plus,Electronics,Phones,Asia,Japan,Obrienview,0.9473684210526316,759.61,0.19,11690.4,2773.95,27.22,High,Amanda Ruiz,W2,23.73
O-1034,2024-08-06,C-4014,New Pro,Apparel,Jackets,North America,Canada,North Jasonville,0.631578947368421,199.73,0.0,2596.49,267.72,6.12,High,Briana Brown,W1,10.31
O-1035,2024-11-13,C-8706,Meet Pro,Apparel,Shirts,Europe,UK,Thompsonhaven,0.5263157894736843,740.66,0.05,7739.9,2120.57,27.3,Medium,Tyler Henderson,W4,27.4
O-1036,2024-12-04,C-3876,Place Mini,Electronics,Laptops,Europe,France,Port Joseph,0.5789473684210527,783.59,0.29,6676.19,1188.13,32.26,Medium,Yvonne Smith,W1,17.8
O-1037,2024-11-08,C-5613,Truth Mini,Electronics,Phones,Europe,UK,Leetown,0.736842105263158,224.27,0.2,2691.24,461.98,33.61,High,Jennifer Lindsey,W2,17.17
O-1038,2025-02-05,C-5201,Part X,Furniture,Sofas,North America,Canada,Pachecofurt,0.2631578947368421,724.67,0.11,3869.74,596.49,27.92,Medium,Latasha Riley,W4,15.41
O-1039,2024-11-08,C-5120,Buy X,Electronics,Tablets,Asia,India,Brookschester,0.47368421052631576,300.93,0.02,2949.11,574.07,20.63,Medium,Kristen Gonzalez,W1,19.47
O-1040,2024-08-14,C-7238,House Mini,Electronics,Phones,North America,Canada,Port Lisabury,0.42105263157894735,136.37,0.2,981.86,247.09,7.3,High,Christina Gomez,W1,25.17
O-1041,2025-04-11,C-7321,Subject Pro,Electronics,Laptops,North America,USA,Lake Jessicaberg,0.47368421052631576,249.77,0.01,2472.72,610.33,36.84,Low,Julie Pearson DDS,W3,24.68
O-1042,2025-06-12,C-7120,Check X,Apparel,Shoes,Europe,France,Zacharymouth,0.3157894736842105,383.0,0.23,2064.37,547.58,25.59,High,Antonio Davis,W3,26.53
O-1043,2025-06-16,C-4063,Different Mini,Electronics,Tablets,Europe,UK,Port Laurenside,0.10526315789473684,882.5,0.24,2012.1,387.28,30.57,Medium,Mario Mccormick,W2,19.25
O-1044,2024-07-27,C-3757,South Plus,Electronics,Laptops,North America,Canada,North Mathew,0.894736842105263,209.86,0.03,3664.16,660.09,47.35,Medium,Mary Johnson,W3,18.01
O-1045,2025-01-29,C-9734,Financial X,Apparel,Shoes,Asia,Japan,Morseberg,0.15789473684210525,611.89,0.07,2276.23,327.86,20.59,Low,Margaret Adams,W2,14.4
O-1046,2024-11-15,C-9890,Movie Plus,Electronics,Tablets,Europe,UK,Coreystad,1.0,322.46,0.19,5223.85,1004.14,36.83,Low,Olivia Bradley,W2,19.22
O-1047,2025-03-14,C-7983,Perform Plus,Electronics,Tablets,Europe,UK,New Justinhaven,0.631578947368421,879.18,0.16,9600.65,2068.97,44.09,Medium,Brenda Mcdonald,W2,21.55
O-1048,2025-01-13,C-8991,Carry Plus,Electronics,Phones,Europe,Germany,Kingstad,0.2631578947368421,65.27,0.28,281.97,28.24,42.89,High,Dr. Robert Williams DDS,W1,10.02
O-1049,2025-05-28,C-6322,Style Pro,Electronics,Laptops,North America,USA,North Tony,0.47368421052631576,877.49,0.18,7195.42,1181.27,36.28,Low,Christopher Rollins,W4,16.42
O-1050,2025-03-14,C-5650,Item Mini,Furniture,Chairs,Europe,France,North Heather,0.0,334.84,0.14,287.96,74.77,15.58,High,David Whitaker,W1,25.97
O-1051,2025-03-28,C-2421,Standard Mini,Furniture,Tables,Europe,UK,Deannatown,0.3684210526315789,536.28,0.24,3260.58,923.39,14.62,Medium,Holly Allen,W3,28.32
O-1052,2025-04-14,C-6084,Life Plus,Furniture,Chairs,North America,USA,New Steven,0.6842105263157894,735.59,0.19,8341.59,1244.96,34.59,Medium,Marcus Rivera,W3,14.92
O-1053,2024-12-22,C-4040,Consider Plus,Electronics,Laptops,North America,USA,West Allison,0.631578947368421,419.48,0.18,4471.66,803.69,46.87,Low,Autumn Johnson,W1,17.97
O-1054,2025-07-12,C-3900,Lose Pro,Furniture,Chairs,North America,Canada,Andrewton,0.3157894736842105,289.47,0.03,1965.5,363.43,8.63,Medium,Mr. Andrew Sanford,W2,18.49
O-1055,2024-10-23,C-2475,Stage X,Apparel,Jackets,North America,Canada,Littleside,0.736842105263158,669.94,0.24,7637.32,891.7,18.73,Low,James Blackwell,W2,11.68
O-1056,2025-05-30,C-4156,Discover Mini,Electronics,Phones,Europe,France,Bakerchester,0.2631578947368421,654.8,0.07,3653.78,449.6,49.72,Low,Rebekah Obrien,W1,12.31
O-1057,2024-09-19,C-5537,Sea Mini,Electronics,Laptops,Asia,Japan,Lake Jerrytown,0.10526315789473684,619.68,0.22,1450.05,310.96,39.33,High,David Hanson,W3,21.44
O-1058,2024-08-14,C-4592,Right X,Furniture,Sofas,Asia,China,Evansberg,0.6842105263157894,837.2,0.08,10783.14,1096.09,25.69,Medium,Richard Schwartz,W1,10.16
O-1059,2025-03-20,C-8657,Experience Mini,Apparel,Jackets,Asia,Japan,New Matthew,0.5263157894736843,764.25,0.12,7397.94,1763.75,21.27,Medium,Allison Ferguson,W2,23.84
O-1060,2025-02-24,C-8633,Spring Pro,Electronics,Tablets,Asia,Japan,Carolfort,0.3157894736842105,113.87,0.25,597.82,109.61,22.01,Low,Mr. Roberto Stephenson,W4,18.33
O-1061,2024-11-15,C-2183,Detail Pro,Apparel,Jackets,Asia,Japan,West Kayla,0.47368421052631576,590.23,0.16,4957.93,1221.57,44.33,Medium,Anna Barton,W1,24.64
O-1062,2025-03-17,C-6192,Country X,Furniture,Tables,Europe,UK,Kaylaberg,0.0,969.07,0.27,707.42,136.8,30.83,High,Jessica Williams,W3,19.34
O-1063,2025-01-20,C-1626,Serious X,Furniture,Chairs,Asia,Japan,West Mackenzieport,0.3684210526315789,973.15,0.26,5761.05,1611.55,5.41,Low,Jared Morris,W2,27.97
O-1064,2024-12-20,C-8231,Decision Plus,Apparel,Shirts,Asia,India,East Elizabeth,0.6842105263157894,584.55,0.06,7692.68,1702.6,32.47,Medium,Justin Gilbert,W1,22.13
O-1065,2024-12-19,C-4528,Less Pro,Electronics,Laptops,Europe,UK,East Markview,0.42105263157894735,326.96,0.11,2618.95,575.72,26.59,Medium,Pamela Williams,W2,21.98
O-1066,2024-11-14,C-2342,Boy X,Apparel,Jackets,Europe,Germany,Lake Shannonview,0.5789473684210527,584.43,0.23,5400.13,1243.75,14.6,Low,Jennifer Beasley,W3,23.03
O-1067,2024-12-08,C-4130,Government Pro,Apparel,Jackets,Asia,India,Coreyborough,1.0,483.89,0.3,6774.46,695.96,38.69,High,Leslie Bennett,W3,10.27
O-1068,2025-05-06,C-4449,Boy Pro,Electronics,Tablets,Europe,UK,Jonesmouth,0.2631578947368421,22.99,0.16,115.87,27.56,18.98,High,Christopher Thompson,W4,23.79
O-1069,2025-07-08,C-6070,Identify Pro,Apparel,Shoes,Asia,India,Port Lucasmouth,0.9473684210526316,366.97,0.07,6484.36,1670.81,28.28,Medium,Jason Shaw,W3,25.77
O-1070,2025-05-08,C-1746,Continue Plus,Electronics,Laptops,Europe,UK,West Williamberg,0.47368421052631576,237.09,0.23,1825.59,329.06,31.53,High,Cassandra Graham,W1,18.02
O-1071,2024-11-08,C-6639,Seem Plus,Furniture,Sofas,Asia,Japan,North Christiantown,0.736842105263158,791.22,0.21,9375.96,1430.1,13.75,Medium,Robert Greene,W1,15.25
O-1072,2025-01-11,C-5864,Pass Plus,Apparel,Jackets,Asia,Japan,Jonesborough,0.736842105263158,204.22,0.25,2297.48,549.2,10.66,High,Matthew Fox,W1,23.9
O-1073,2025-02-22,C-2563,Reflect Pro,Furniture,Tables,Europe,UK,West Zachary,0.15789473684210525,929.85,0.12,3273.07,804.35,14.04,Low,George Campbell,W4,24.57
O-1074,2024-11-15,C-8181,Policy Mini,Electronics,Laptops,Asia,Japan,West Jamie,0.3157894736842105,443.27,0.05,2947.75,311.42,33.56,Medium,Connor Morales,W2,10.56
O-1075,2024-08-31,C-7150,Song X,Electronics,Phones,Asia,China,South Michele,0.47368421052631576,475.15,0.19,3848.72,396.63,24.59,Low,Michael Harmon,W1,10.31
O-1076,2024-09-26,C-9904,Follow Pro,Electronics,Phones,North America,Canada,Shawmouth,0.894736842105263,274.24,0.01,4886.96,793.92,36.29,High,Larry Leonard,W4,16.25
O-1077,2024-09-26,C-9387,Decision Mini,Apparel,Jackets,Asia,Japan,Walkerbury,0.9473684210526316,893.81,0.09,15453.97,3917.11,48.63,Low,Chris Martinez,W3,25.35
O-1078,2024-07-29,C-5445,Level Plus,Electronics,Phones,Asia,India,North Laura,0.5263157894736843,866.13,0.16,8003.04,1147.22,6.23,High,Joshua Jones,W4,14.33
O-1079,2025-04-28,C-5162,Now Mini,Apparel,Shirts,Europe,France,New Kelly,0.736842105263158,727.35,0.27,7964.48,1098.27,5.45,Medium,Rachel Bass,W4,13.79
O-1080,2025-03-22,C-9820,They Mini,Electronics,Phones,North America,Canada,Whiteview,0.10526315789473684,57.62,0.14,148.66,42.99,28.21,High,Rodney Tate,W3,28.92
O-1081,2024-07-27,C-4664,Management X,Electronics,Laptops,Europe,Germany,Markview,0.2631578947368421,265.74,0.12,1403.11,260.3,44.0,High,Leah Garcia,W2,18.55
O-1082,2025-05-06,C-9215,Run Mini,Furniture,Sofas,North America,USA,Boyletown,0.8421052631578947,312.46,0.26,3930.75,962.44,13.01,High,Katherine Brown,W1,24.48
O-1083,2025-07-20,C-3775,Such Plus,Furniture,Sofas,Asia,China,Morganville,0.8421052631578947,88.46,0.27,1097.79,228.51,38.92,Medium,Joseph Warren,W1,20.82
O-1084,2025-03-24,C-2494,Test Mini,Apparel,Shirts,North America,USA,West Eric,0.10526315789473684,726.28,0.18,1786.65,500.39,14.49,Low,Kristin Shaw,W1,28.01
O-1085,2024-09-08,C-9796,Above Pro,Electronics,Laptops,North America,USA,Amandaland,0.6842105263157894,374.12,0.14,4504.4,700.64,8.79,Low,Peggy Herring,W2,15.55
O-1086,2025-07-01,C-4957,Class Mini,Electronics,Tablets,Asia,Japan,Matthewfort,0.42105263157894735,250.12,0.28,1620.78,193.61,14.05,Medium,Sandra Day,W2,11.95
O-1087,2024-10-29,C-3365,State Plus,Apparel,Shirts,North America,USA,North Alison,0.05263157894736842,295.94,0.19,479.42,61.43,27.69,High,Melissa Silva,W4,12.81
O-1088,2025-03-16,C-4482,Avoid Pro,Electronics,Tablets,North America,USA,Leehaven,0.21052631578947367,674.45,0.05,3203.64,442.97,37.82,Low,Peter Hines,W1,13.83
O-1089,2025-03-10,C-3180,Teacher Pro,Electronics,Tablets,Europe,UK,New Kyle,0.3684210526315789,835.79,0.29,4747.29,756.01,6.54,Medium,Andrew Hood DDS,W4,15.93
O-1090,2024-08-08,C-6833,Whatever Plus,Furniture,Chairs,Asia,Japan,Randyview,0.3684210526315789,882.06,0.29,5010.1,1240.39,46.47,Medium,William Haley,W4,24.76
O-1091,2025-01-30,C-3339,Fill Plus,Electronics,Tablets,North America,USA,North Philipview,0.736842105263158,144.11,0.18,1772.55,250.84,39.52,High,Mr. Billy Best,W2,14.15
O-1092,2025-03-14,C-2994,Reduce Pro,Furniture,Tables,Asia,India,North Ricardochester,0.5263157894736843,838.12,0.26,6822.3,1844.5,48.22,Low,Kevin Burns,W4,27.04
O-1093,2024-09-23,C-8583,Everyone Plus,Electronics,Laptops,Europe,France,Timothyport,0.47368421052631576,847.61,0.16,7119.92,963.37,26.71,Medium,Emma Wagner,W3,13.53
O-1094,2025-03-18,C-9985,Race X,Electronics,Laptops,Europe,UK,Tommyview,0.42105263157894735,127.27,0.21,904.89,245.61,15.82,High,Lawrence Foster,W1,27.14
O-1095,2025-05-07,C-7069,Reflect X,Apparel,Shirts,North America,Canada,North Brad,1.0,938.47,0.07,17455.54,3217.3,41.08,High,Stephen Jenkins,W3,18.43
O-1096,2024-07-27,C-8472,Four Plus,Furniture,Chairs,Europe,France,Watkinsside,0.3157894736842105,958.96,0.03,6511.34,958.75,26.89,Medium,Jamie Henderson,W2,14.72
O-1097,2025-05-02,C-6562,Everyone Pro,Electronics,Phones,Asia,Japan,Keychester,0.47368421052631576,406.19,0.06,3818.19,429.4,19.45,Low,Willie Cook,W4,11.25
O-1098,2025-02-11,C-3973,Foot Pro,Furniture,Tables,North America,Canada,East Michelle,0.42105263157894735,344.59,0.28,2232.94,426.37,26.21,Low,Haley Frazier,W1,19.09
O-1099,2025-03-10,C-1472,Model Pro,Furniture,Sofas,North America,USA,Hernandezhaven,0.894736842105263,360.99,0.24,4938.34,511.52,46.38,Medium,Manuel Lopez,W2,10.36
O-1100,2024-11-14,C-6758,You Plus,Furniture,Chairs,Europe,France,Lake Roger,0.3684210526315789,342.38,0.25,2054.28,447.11,26.39,High,Cathy Baker,W4,21.76
O-1101,2024-10-07,C-2233,Character Pro,Electronics,Phones,Asia,Japan,East Dianeburgh,0.5789473684210527,704.72,0.19,6849.88,959.35,22.33,Medium,James Schultz,W4,14.01
O-1102,2025-05-31,C-4876,Common Pro,Apparel,Shirts,North America,Canada,Lake Marcus,0.0,470.06,0.03,455.96,131.9,44.15,Low,Kimberly Neal,W2,28.93
O-1103,2025-07-17,C-6708,Statement Mini,Furniture,Sofas,Europe,France,Andersontown,0.47368421052631576,983.71,0.26,7279.45,742.62,46.88,High,Mark Martin,W4,10.2
O-1104,2025-05-23,C-7798,Cold Plus,Electronics,Laptops,Asia,India,Jonesstad,0.7894736842105263,377.05,0.23,4645.26,927.62,13.78,Low,Stephanie Williams,W3,19.97
O-1105,2024-12-11,C-8451,Friend Plus,Apparel,Shirts,Europe,France,Owenschester,0.5263157894736843,573.42,0.12,5550.71,558.88,12.69,Medium,Kayla Richmond,W4,10.07
O-1106,2025-06-17,C-9531,Billion Plus,Electronics,Phones,North America,Canada,Karenport,0.47368421052631576,36.91,0.03,358.03,65.21,9.43,High,David Rivas,W2,18.21
O-1107,2025-04-23,C-6705,Town Plus,Electronics,Tablets,North America,USA,Kaitlynland,0.5263157894736843,405.89,0.02,4375.49,1172.37,48.41,Medium,Kelly Barnes,W1,26.79
O-1108,2025-05-30,C-4089,Bill Mini,Furniture,Sofas,Asia,India,Ariasborough,0.5789473684210527,150.36,0.18,1479.54,196.68,36.79,Medium,Gerald Mckinney,W4,13.29
O-1109,2025-06-25,C-1245,Poor Mini,Electronics,Phones,North America,Canada,Lake Jonathanhaven,0.7894736842105263,182.26,0.09,2653.71,528.4,6.34,Low,Sophia Strong,W1,19.91
O-1110,2024-12-04,C-1354,Many Mini,Apparel,Shoes,Asia,Japan,South Kelly,0.9473684210526316,174.71,0.02,3253.1,350.28,30.87,Low,Tami Rogers,W3,10.77
O-1111,2025-05-06,C-6188,Night Plus,Apparel,Shoes,Europe,France,Jessicamouth,0.05263157894736842,607.45,0.12,1069.11,232.94,20.79,Medium,Sara Anderson,W2,21.79
O-1112,2025-07-18,C-3865,Relationship X,Electronics,Phones,Europe,UK,Thomasside,0.21052631578947367,952.91,0.18,3906.93,1063.37,36.22,Low,Shane Arnold,W3,27.22
O-1113,2025-03-23,C-8712,Away X,Electronics,Laptops,Europe,Germany,Robertsonfort,0.0,842.0,0.03,816.74,180.1,21.49,Medium,Christopher Hughes,W2,22.05
O-1114,2024-09-15,C-3954,Pm X,Furniture,Chairs,North America,Canada,Thompsonstad,0.894736842105263,907.08,0.09,14857.97,2762.43,43.27,Medium,Mr. Eric Lambert,W1,18.59
O-1115,2024-11-06,C-6180,Next X,Electronics,Laptops,Asia,India,Morganburgh,0.2631578947368421,720.25,0.01,4278.28,1277.85,30.11,High,Sara Burton,W3,29.87
O-1116,2024-10-09,C-3791,Data Plus,Furniture,Sofas,North America,Canada,Lake Sarahstad,0.894736842105263,963.87,0.24,13185.74,3791.34,24.93,Low,Joshua Harris,W1,28.75
O-1117,2024-11-22,C-2284,Red Plus,Furniture,Tables,Europe,France,West Jeffrey,0.736842105263158,594.48,0.17,7401.28,1806.44,32.21,High,Rachel Williams,W4,24.41
O-1118,2025-05-15,C-4196,Police X,Electronics,Phones,Europe,Germany,Santiagostad,0.9473684210526316,906.19,0.25,12913.21,3504.75,17.99,High,Heather James,W3,27.14
O-1119,2025-03-08,C-8731,Guy Pro,Electronics,Laptops,North America,USA,East Paulachester,0.2631578947368421,973.5,0.07,5432.13,1210.73,28.22,High,Michael Thomas,W1,22.29
O-1120,2024-09-19,C-2399,Concern X,Apparel,Jackets,Europe,UK,South Patrick,0.894736842105263,623.14,0.07,10431.36,1331.2,23.55,Medium,Ryan Foster,W1,12.76
O-1121,2024-10-08,C-9087,Personal Mini,Apparel,Shirts,Asia,India,Heatherborough,0.21052631578947367,304.68,0.02,1492.93,229.03,41.43,Low,Bradley Cherry,W4,15.34
O-1122,2024-12-11,C-3206,Should Mini,Electronics,Phones,North America,Canada,Ramirezberg,0.0,466.92,0.01,462.25,125.88,41.41,Low,Ann Daniels,W2,27.23
O-1123,2024-12-08,C-6391,Ground Mini,Furniture,Chairs,Europe,Germany,South Cynthiatown,1.0,228.99,0.18,3755.44,947.59,10.33,Low,Cody Stanton,W2,25.23
O-1124,2025-07-15,C-7928,Hard Plus,Apparel,Jackets,North America,USA,Littlebury,0.10526315789473684,296.88,0.16,748.14,117.86,48.58,High,Douglas Mendoza,W2,15.75
O-1125,2024-09-06,C-1199,Agent Plus,Furniture,Tables,Asia,Japan,Ericbury,0.736842105263158,352.31,0.28,3804.95,1132.8,46.4,Low,Ronnie Allison,W1,29.77
O-1126,2024-09-18,C-3201,Outside X,Apparel,Shoes,Asia,Japan,Port Christinaside,0.42105263157894735,612.94,0.14,4744.16,1152.11,23.11,High,Tina Young,W1,24.28
O-1127,2025-01-28,C-6325,Make Plus,Electronics,Laptops,Europe,Germany,Lake Barry,0.21052631578947367,869.14,0.29,3085.45,624.85,27.86,Medium,Mrs. Sharon Simpson,W2,20.25
O-1128,2025-03-26,C-6047,However Mini,Electronics,Tablets,North America,USA,Lake David,0.42105263157894735,138.26,0.06,1169.68,347.73,5.39,High,Danielle Neal,W1,29.73
O-1129,2025-02-07,C-8505,Share Mini,Apparel,Shoes,Asia,India,East Joshua,0.0,771.39,0.23,593.97,89.37,47.35,Low,Charles Stone DDS,W1,15.05
O-1130,2025-07-03,C-9185,Lot X,Apparel,Jackets,Asia,India,Stacyfurt,0.5789473684210527,683.5,0.25,6151.5,1550.09,23.05,Medium,David Lewis,W2,25.2
O-1131,2024-09-28,C-8058,Activity Mini,Furniture,Chairs,Asia,India,Grahamstad,0.5263157894736843,927.88,0.29,7246.74,1404.28,18.69,Medium,Ray Wells MD,W3,19.38
O-1132,2025-05-21,C-9399,On Mini,Furniture,Chairs,Europe,France,Powellmouth,0.9473684210526316,77.06,0.11,1303.08,387.25,40.28,High,Kenneth Vazquez,W1,29.72
O-1133,2025-03-23,C-7632,Design Mini,Furniture,Chairs,Asia,Japan,Evanport,0.3157894736842105,202.01,0.05,1343.37,161.86,18.69,Medium,Joshua Shea,W3,12.05
O-1134,2025-05-17,C-8673,Former X,Electronics,Phones,Asia,Japan,Johnsonfurt,0.736842105263158,61.98,0.29,660.09,132.01,18.44,Medium,Elizabeth Hernandez,W2,20.0
O-1135,2025-04-09,C-4508,Conference Plus,Apparel,Shirts,Europe,France,Cynthiaside,0.736842105263158,893.38,0.1,12060.63,1287.74,8.88,Low,Ashley Moyer,W1,10.68
O-1136,2025-07-26,C-1148,Me Mini,Electronics,Tablets,Europe,France,North Gloria,0.631578947368421,846.91,0.16,9248.26,1204.5,33.91,Low,Jennifer Robbins,W3,13.02
O-1137,2025-05-18,C-9396,Cultural Pro,Furniture,Tables,Europe,France,Kimberlyburgh,0.631578947368421,685.28,0.23,6859.65,801.87,16.23,Medium,Sarah Johnson,W1,11.69
O-1138,2024-08-14,C-4621,Arm X,Electronics,Phones,Europe,Germany,Nathanielland,0.21052631578947367,394.55,0.2,1578.2,453.61,9.75,Medium,Scott Wade,W1,28.74
O-1139,2025-03-12,C-2676,How Plus,Electronics,Laptops,Asia,China,East Kristine,0.736842105263158,919.24,0.07,12823.4,3426.87,10.87,High,Troy Khan,W4,26.72
O-1140,2025-06-15,C-7103,Draw Mini,Apparel,Jackets,Europe,UK,Smithfurt,0.5263157894736843,783.31,0.06,8099.43,949.17,14.92,Low,Christina Wagner,W2,11.72
O-1141,2025-07-15,C-6682,Guess X,Apparel,Jackets,North America,Canada,New Brianna,0.5263157894736843,953.46,0.23,8075.81,2420.27,14.85,High,Dustin Cunningham,W3,29.97
O-1142,2025-03-17,C-3840,Institution Pro,Furniture,Sofas,Europe,UK,North Davidfort,1.0,92.58,0.2,1481.28,233.67,49.39,Low,Mr. Matthew Cross,W1,15.77
O-1143,2025-04-24,C-4276,Save Mini,Electronics,Phones,Europe,Germany,East Nicole,0.0,850.31,0.04,816.3,89.12,47.05,Low,Christopher Rogers,W2,10.92
O-1144,2025-07-23,C-9093,Certainly Pro,Electronics,Laptops,Europe,UK,East Kathyberg,0.5789473684210527,530.74,0.26,4712.97,1262.61,44.68,Low,Tina Murphy,W2,26.79
O-1145,2025-05-11,C-1833,During Plus,Apparel,Shoes,Asia,Japan,Nancyton,0.15789473684210525,719.62,0.18,2360.35,404.34,20.0,Low,Timothy Hughes,W2,17.13
